synonyms	ec_number	recommended_name
Isomerase, maleate	5.2.1.1	Maleate isomerase
MaiA	5.2.1.1	Maleate isomerase
Pp-Iso	5.2.1.1	Maleate isomerase
maleate cis-trans isomerase	5.2.1.1	Maleate isomerase
Isomerase, 2-chlorocarboxymethylenebutenolide	5.2.1.10	2-Chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase
2-Chlorocarboxymethylenebutenolide isomerase	5.2.1.10	2-Chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase
Chlorodienelactone isomerase	5.2.1.10	2-Chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase
Z-ISO	5.2.1.12	zeta-carotene isomerase
15-cis-zeta-carotene isomerase	5.2.1.12	zeta-carotene isomerase
At1g10830	5.2.1.12	zeta-carotene isomerase
carotene cis-trans isomerase	5.2.1.13	prolycopene isomerase
CRTISO	5.2.1.13	prolycopene isomerase
Zmcrtiso1	5.2.1.13	prolycopene isomerase
carotenoid isomerase	5.2.1.13	prolycopene isomerase
ZEBRA2	5.2.1.13	prolycopene isomerase
CoCRTISO1-ORa	5.2.1.13	prolycopene isomerase
CoCRTISO1Y	5.2.1.13	prolycopene isomerase
CoCRTISO2	5.2.1.13	prolycopene isomerase
CoCRTISO3	5.2.1.13	prolycopene isomerase
CoCRTISO4	5.2.1.13	prolycopene isomerase
CoCRTISO1-ORb	5.2.1.13	prolycopene isomerase
D27	5.2.1.14	beta-carotene isomerase
DWARF27	5.2.1.14	beta-carotene isomerase
beta-carotene isomerase	5.2.1.14	beta-carotene isomerase
D27 protein	5.2.1.14	beta-carotene isomerase
Isomerase, maleylacetoacetate	5.2.1.2	Maleylacetoacetate isomerase
Maleylacetoacetic isomerase	5.2.1.2	Maleylacetoacetate isomerase
Maleylacetone isomerase	5.2.1.2	Maleylacetoacetate isomerase
Maleylacetone cis-trans-isomerase	5.2.1.2	Maleylacetoacetate isomerase
MAc-tI	5.2.1.2	Maleylacetoacetate isomerase
glutathione S-transferase zeta-class 1	5.2.1.2	Maleylacetoacetate isomerase
AtGSTZ1	5.2.1.2	Maleylacetoacetate isomerase
AtMAAI	5.2.1.2	Maleylacetoacetate isomerase
glutathione transferase zeta	5.2.1.2	Maleylacetoacetate isomerase
glutathione S-transferase zeta/maleylacetoacetate isomerase	5.2.1.2	Maleylacetoacetate isomerase
GSTzeta/MAAI	5.2.1.2	Maleylacetoacetate isomerase
maleylacetoacetate isomerase	5.2.1.2	Maleylacetoacetate isomerase
GSTZ1-1	5.2.1.2	Maleylacetoacetate isomerase
glutathione S-transferase Zeta 1-1	5.2.1.2	Maleylacetoacetate isomerase
glutathione transferase zeta 1/maleylacetoacetate isomerase	5.2.1.2	Maleylacetoacetate isomerase
GSTz1/MAAI	5.2.1.2	Maleylacetoacetate isomerase
MAAI	5.2.1.2	Maleylacetoacetate isomerase
Isomerase, maleylpyruvate	5.2.1.4	Maleylpyruvate isomerase
MPI	5.2.1.4	Maleylpyruvate isomerase
NarL	5.2.1.4	Maleylpyruvate isomerase
mycothiol-dependent maleylpyruvate isomerase	5.2.1.4	Maleylpyruvate isomerase
NagL	5.2.1.4	Maleylpyruvate isomerase
3-maleylpyruvate cis-trans-isomerase	5.2.1.4	Maleylpyruvate isomerase
MDMPI	5.2.1.4	Maleylpyruvate isomerase
msh gene	5.2.1.4	Maleylpyruvate isomerase
ncgl2918 gene	5.2.1.4	Maleylpyruvate isomerase
thiol-dependent maleylpyruvate isomerase	5.2.1.4	Maleylpyruvate isomerase
BagL	5.2.1.4	Maleylpyruvate isomerase
maleylpyruvate isomerase	5.2.1.4	Maleylpyruvate isomerase
Isomerase, linoleate	5.2.1.5	Linoleate isomerase
Linoleate DELTA12-cis,DELTA11-trans isomerase	5.2.1.5	Linoleate isomerase
Linoleic acid isomerase	5.2.1.5	Linoleate isomerase
LA-I	5.2.1.5	Linoleate isomerase
C12 isomerase	5.2.1.5	Linoleate isomerase
LA isomerase	5.2.1.5	Linoleate isomerase
LAI	5.2.1.5	Linoleate isomerase
