synonyms	ec_number	recommended_name
coenzyme A glutathione disulfide reductase	1.8.1.10	CoA-glutathione reductase
NADPH-dependent coenzyme A-SS-glutathione reductase	1.8.1.10	CoA-glutathione reductase
coenzyme A disulfide-glutathione reductase	1.8.1.10	CoA-glutathione reductase
NADPH2:CoA-glutathione oxidoreductase	1.8.1.10	CoA-glutathione reductase
reductase, coenzyme A-glutathione disulfide	1.8.1.10	CoA-glutathione reductase
CoASSG reductase	1.8.1.10	CoA-glutathione reductase
EC 1.6.4.6	1.8.1.10	CoA-glutathione reductase
More	1.8.1.10	CoA-glutathione reductase
CoADR	1.8.1.10	CoA-glutathione reductase
CoA disulfide reductase	1.8.1.10	CoA-glutathione reductase
EC 1.6.4.7	1.8.1.11	asparagusate reductase
asparagusate dehydrogenase	1.8.1.11	asparagusate reductase
asparagusic dehydrogenase	1.8.1.11	asparagusate reductase
asparagusate reductase	1.8.1.11	asparagusate reductase
asparagusate reductase	1.8.1.11	asparagusate reductase
NADH2:asparagusate oxidoreductase	1.8.1.11	asparagusate reductase
trypanothione disulfide reductase	1.8.1.12	trypanothione-disulfide reductase
NADPH2:trypanothione oxidoreductase	1.8.1.12	trypanothione-disulfide reductase
N	1.8.1.12	trypanothione-disulfide reductase
TR	1.8.1.12	trypanothione-disulfide reductase
trypanothione reductase	1.8.1.12	trypanothione-disulfide reductase
TryR	1.8.1.12	trypanothione-disulfide reductase
trypanothione-disulfide reductase	1.8.1.12	trypanothione-disulfide reductase
EC 1.6.4.8	1.8.1.12	trypanothione-disulfide reductase
NADPH2:bis-g-glutamylcysteine oxidoreductase	1.8.1.13	bis-gamma-glutamylcystine reductase
EC 1.6.4.9	1.8.1.13	bis-gamma-glutamylcystine reductase
GCR	1.8.1.13	bis-gamma-glutamylcystine reductase
CoA-disulfide reductase	1.8.1.14	CoA-disulfide reductase
NADH2:CoA-disulfide oxidoreductase	1.8.1.14	CoA-disulfide reductase
NADH:CoA-disulfide oxidoreductase	1.8.1.14	CoA-disulfide reductase
CoA-disulfide reductase	1.8.1.14	CoA-disulfide reductase
CoA disulfide reductase	1.8.1.14	CoA-disulfide reductase
coenzyme A disulfide reductase	1.8.1.14	CoA-disulfide reductase
CoADR	1.8.1.14	CoA-disulfide reductase
coenzyme A-disulfide reductase	1.8.1.14	CoA-disulfide reductase
coenzyme A disulphide reductase	1.8.1.14	CoA-disulfide reductase
BB0728	1.8.1.14	CoA-disulfide reductase
BACoADR	1.8.1.14	CoA-disulfide reductase
mycothiol-disulfide reductase	1.8.1.15	mycothione reductase
MTR	1.8.1.15	mycothione reductase
mycothione reductase	1.8.1.15	mycothione reductase
mycothiol disulfide reductase	1.8.1.15	mycothione reductase
MSH disulfide reductase	1.8.1.15	mycothione reductase
NADPH-dependent mycothiol reductase	1.8.1.15	mycothione reductase
GAR	1.8.1.16	glutathione amide reductase
garB	1.8.1.16	glutathione amide reductase
NADH-dependent dimethylsulfone reductase	1.8.1.17	dimethylsulfone reductase
DMSO2 reductase	1.8.1.17	dimethylsulfone reductase
NADPH NSR	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
S	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
PF1186	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
coenzyme A-dependent NADPH sulfur oxidoreductase	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
NAD	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
NSR	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
TK1299	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
CoA-dependent NAD	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
NAD	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
TK1186	1.8.1.18	NAD(P)H sulfur oxidoreductase (CoA-dependent)
SuDH	1.8.1.19	sulfide dehydrogenase
SuDH I	1.8.1.19	sulfide dehydrogenase
PF1328	1.8.1.19	sulfide dehydrogenase
reductase, sulfite	1.8.1.2	assimilatory sulfite reductase (NADPH)
NADPH-dependent sulfite reductase	1.8.1.2	assimilatory sulfite reductase (NADPH)
H2S-NADP oxidoreductase	1.8.1.2	assimilatory sulfite reductase (NADPH)
desulforubidin	1.8.1.2	assimilatory sulfite reductase (NADPH)
SIR-FP	1.8.1.2	assimilatory sulfite reductase (NADPH)
SIRHP	1.8.1.2	assimilatory sulfite reductase (NADPH)
SIR	1.8.1.2	assimilatory sulfite reductase (NADPH)
SIR-HP	1.8.1.2	assimilatory sulfite reductase (NADPH)
sulfite reductase hemo-subunit	1.8.1.2	assimilatory sulfite reductase (NADPH)
sulfite reductase	1.8.1.2	assimilatory sulfite reductase (NADPH)
NADPH-sulfite reductase	1.8.1.2	assimilatory sulfite reductase (NADPH)
CysIJ	1.8.1.2	assimilatory sulfite reductase (NADPH)
coenzyme F420-dependent sulfite reductase	1.8.1.2	assimilatory sulfite reductase (NADPH)
Fsr	1.8.1.2	assimilatory sulfite reductase (NADPH)
dehydrogenase, lipoamide	1.8.1.4	dihydrolipoyl dehydrogenase
dehydrolipoate dehydrogenase	1.8.1.4	dihydrolipoyl dehydrogenase
DHLDH	1.8.1.4	dihydrolipoyl dehydrogenase
dihydrolipoic dehydrogenase	1.8.1.4	dihydrolipoyl dehydrogenase
dihydrolipoyl dehydrogenase	1.8.1.4	dihydrolipoyl dehydrogenase
E3 lipoamide dehydrogenase	1.8.1.4	dihydrolipoyl dehydrogenase
LDP-Val	1.8.1.4	dihydrolipoyl dehydrogenase
LDP-Glc	1.8.1.4	dihydrolipoyl dehydrogenase
lipoamide reductase	1.8.1.4	dihydrolipoyl dehydrogenase
lipoamide dehydrogenase	1.8.1.4	dihydrolipoyl dehydrogenase
lipoamide oxidoreductase	1.8.1.4	dihydrolipoyl dehydrogenase
