synonyms	ec_number	recommended_name
hexokinase type IV glucokinase	2.7.1.1	hexokinase
kinase, hexo-	2.7.1.1	hexokinase
hexokinase	2.7.1.1	hexokinase
ATP-D-hexose 6-phosphotransferase	2.7.1.1	hexokinase
glucose ATP phosphotransferase	2.7.1.1	hexokinase
brain form hexokinase	2.7.1.1	hexokinase
hexokinase PII	2.7.1.1	hexokinase
hexokinase, tumor isozyme	2.7.1.1	hexokinase
muscle form hexokinase	2.7.1.1	hexokinase
HXK	2.7.1.1	hexokinase
StHK	2.7.1.1	hexokinase
glucokinase	2.7.1.1	hexokinase
GCK	2.7.1.1	hexokinase
PpHXK10	2.7.1.1	hexokinase
PpHXK11	2.7.1.1	hexokinase
HaHXK1	2.7.1.1	hexokinase
OsHXK6	2.7.1.1	hexokinase
OsHXK7	2.7.1.1	hexokinase
OsHXK3	2.7.1.1	hexokinase
OsHXK9	2.7.1.1	hexokinase
ROK hexokinase	2.7.1.1	hexokinase
TthHK	2.7.1.1	hexokinase
StoHK	2.7.1.1	hexokinase
STK_23540	2.7.1.1	hexokinase
Zm.5206	2.7.1.1	hexokinase
Zm.95484	2.7.1.1	hexokinase
Hxk3	2.7.1.1	hexokinase
VIT_18s0001g14230	2.7.1.1	hexokinase
hxkC	2.7.1.1	hexokinase
hxkD	2.7.1.1	hexokinase
xprF	2.7.1.1	hexokinase
hexokinase 1	2.7.1.1	hexokinase
HK1	2.7.1.1	hexokinase
NtHXK1	2.7.1.1	hexokinase
plastid hexokinase	2.7.1.1	hexokinase
pHXK	2.7.1.1	hexokinase
hexokinase-like 1	2.7.1.1	hexokinase
HKL1	2.7.1.1	hexokinase
ScHK2	2.7.1.1	hexokinase
AtHXK1	2.7.1.1	hexokinase
TbHK1	2.7.1.1	hexokinase
TbHK2	2.7.1.1	hexokinase
TcHK	2.7.1.1	hexokinase
ATP-dependent hexokinase	2.7.1.1	hexokinase
hexokinase-6	2.7.1.1	hexokinase
HXK8	2.7.1.1	hexokinase
hexokinase-8	2.7.1.1	hexokinase
HXK9	2.7.1.1	hexokinase
hexokinase-9	2.7.1.1	hexokinase
OsHXK	2.7.1.1	hexokinase
HXK7	2.7.1.1	hexokinase
hexokinase-7	2.7.1.1	hexokinase
HXK6	2.7.1.1	hexokinase
liver glucokinase	2.7.1.1	hexokinase
LGK	2.7.1.1	hexokinase
ATP:D-glucose 6-phosphotransferase	2.7.1.1	hexokinase
hexokinase	2.7.1.1	hexokinase
HKII	2.7.1.1	hexokinase
hexokinase II	2.7.1.1	hexokinase
HK II	2.7.1.1	hexokinase
KlHxk1	2.7.1.1	hexokinase
Hxk2	2.7.1.1	hexokinase
Hxk1	2.7.1.1	hexokinase
glk	2.7.1.1	hexokinase
Rag5p	2.7.1.1	hexokinase
HPGLK1	2.7.1.1	hexokinase
ATP: D-glucose 6-phosphotransferase	2.7.1.1	hexokinase
liver glucokinase isoform 2	2.7.1.1	hexokinase
LGK2	2.7.1.1	hexokinase
hexokinase Dor	2.7.1.1	hexokinase
GKbeta	2.7.1.1	hexokinase
HK-1	2.7.1.1	hexokinase
hexokinase 2	2.7.1.1	hexokinase
HK2	2.7.1.1	hexokinase
hexokinase D	2.7.1.1	hexokinase
hexokinase IV	2.7.1.1	hexokinase
More	2.7.1.1	hexokinase
GlcK	2.7.1.1	hexokinase
6-phosphate glucose kinase	2.7.1.1	hexokinase
hexokinase-II	2.7.1.1	hexokinase
hexokinase PI	2.7.1.1	hexokinase
HXK A	2.7.1.1	hexokinase
hexokinase type IV	2.7.1.1	hexokinase
ATP:D-hexose 6-phosphotransferase	2.7.1.1	hexokinase
