synonyms	ec_number	recommended_name
L-aspartase	4.3.1.1	aspartate ammonia-lyase
fumaric aminase	4.3.1.1	aspartate ammonia-lyase
ammonia-lyase, aspartate	4.3.1.1	aspartate ammonia-lyase
aspartase	4.3.1.1	aspartate ammonia-lyase
aspartate ammonia-lyase	4.3.1.1	aspartate ammonia-lyase
ASPA	4.3.1.1	aspartate ammonia-lyase
L-aspartate ammonia-lyase	4.3.1.1	aspartate ammonia-lyase
aspB	4.3.1.1	aspartate ammonia-lyase
aspartate:ammonia lyase	4.3.1.1	aspartate ammonia-lyase
Cj0087	4.3.1.1	aspartate ammonia-lyase
aspartate ammonia lyase	4.3.1.1	aspartate ammonia-lyase
maspase 1	4.3.1.1	aspartate ammonia-lyase
maspase 2	4.3.1.1	aspartate ammonia-lyase
maspase 3	4.3.1.1	aspartate ammonia-lyase
ammonia-lyase, serine sulfate	4.3.1.10	serine-sulfate ammonia-lyase
deaminase, ornithine cyclo-	4.3.1.12	ornithine cyclodeaminase
cyclase, ornithine	4.3.1.12	ornithine cyclodeaminase
ornithine cyclase	4.3.1.12	ornithine cyclodeaminase
ornithine cyclase	4.3.1.12	ornithine cyclodeaminase
ornithine cyclo-deaminase	4.3.1.12	ornithine cyclodeaminase
SsOCD1	4.3.1.12	ornithine cyclodeaminase
OCD	4.3.1.12	ornithine cyclodeaminase
AtOCD	4.3.1.12	ornithine cyclodeaminase
ornithine cyclodeamidase	4.3.1.12	ornithine cyclodeaminase
ornithine cyclodeaminase/mucrystaline family protein	4.3.1.12	ornithine cyclodeaminase
ornithine cyclodeaminase	4.3.1.12	ornithine cyclodeaminase
O-carbamoyl-L-serine deaminase	4.3.1.13	carbamoyl-serine ammonia-lyase
O-carbamoyl-L-serine deaminase	4.3.1.13	carbamoyl-serine ammonia-lyase
ammonia-lyase, carbamoylserine	4.3.1.13	carbamoyl-serine ammonia-lyase
carbamoylserine deaminase	4.3.1.13	carbamoyl-serine ammonia-lyase
L-3-Aminobutyryl-CoA deaminase	4.3.1.14	3-Aminobutyryl-CoA ammonia-lyase
Ammonia lyase, L-3-aminobutyryl coenzyme A	4.3.1.14	3-Aminobutyryl-CoA ammonia-lyase
L-3-Aminobutyryl coenzyme A deaminase	4.3.1.14	3-Aminobutyryl-CoA ammonia-lyase
3-aminobutyryl-CoA ammonia lyase	4.3.1.14	3-Aminobutyryl-CoA ammonia-lyase
Kal	4.3.1.14	3-Aminobutyryl-CoA ammonia-lyase
Diaminopropionatase	4.3.1.15	Diaminopropionate ammonia-lyase
alpha,beta-Diaminopropionate ammonia-lyase	4.3.1.15	Diaminopropionate ammonia-lyase
L-Diaminopropionate ammonia-lyase	4.3.1.15	Diaminopropionate ammonia-lyase
ammonia-lyase, diaminopropionate	4.3.1.15	Diaminopropionate ammonia-lyase
DAP ammonia-lyase	4.3.1.15	Diaminopropionate ammonia-lyase
2,3-Diaminopropionate:ammonia-lyase	4.3.1.15	Diaminopropionate ammonia-lyase
diaminopropionate ammonia-lyase	4.3.1.15	Diaminopropionate ammonia-lyase
DAPAL	4.3.1.15	Diaminopropionate ammonia-lyase
sDAPAL	4.3.1.15	Diaminopropionate ammonia-lyase
diaminopropionate ammonia lyase	4.3.1.15	Diaminopropionate ammonia-lyase
ygeX	4.3.1.15	Diaminopropionate ammonia-lyase
EcDAPAL	4.3.1.15	Diaminopropionate ammonia-lyase
STM1002	4.3.1.15	Diaminopropionate ammonia-lyase
threo-3-hydroxyaspartate ammonia-lyase	4.3.1.16	threo-3-hydroxy-L-aspartate ammonia-lyase
threo-3-hydroxyaspartate dehydratase	4.3.1.16	threo-3-hydroxy-L-aspartate ammonia-lyase
L-threo-3-hydroxyaspartate dehydratase	4.3.1.16	threo-3-hydroxy-L-aspartate ammonia-lyase
L-THA DH	4.3.1.16	threo-3-hydroxy-L-aspartate ammonia-lyase
D-threo-3-hydroxyaspartate dehydratase	4.3.1.16	threo-3-hydroxy-L-aspartate ammonia-lyase
D-THA DH	4.3.1.16	threo-3-hydroxy-L-aspartate ammonia-lyase
Dehydratase, L-serine	4.3.1.17	L-serine ammonia-lyase
L-Hydroxy amino acid dehydratase	4.3.1.17	L-serine ammonia-lyase
SD	4.3.1.17	L-serine ammonia-lyase
EC 4.2.1.13	4.3.1.17	L-serine ammonia-lyase
L-SD1	4.3.1.17	L-serine ammonia-lyase
L-SD2	4.3.1.17	L-serine ammonia-lyase
lpLSD	4.3.1.17	L-serine ammonia-lyase
bsLSD type 1	4.3.1.17	L-serine ammonia-lyase
L-serine dehydratase	4.3.1.17	L-serine ammonia-lyase
L-SD	4.3.1.17	L-serine ammonia-lyase
tdcB	4.3.1.17	L-serine ammonia-lyase
GSU0486	4.3.1.17	L-serine ammonia-lyase
HSDH	4.3.1.17	L-serine ammonia-lyase
cSDH	4.3.1.17	L-serine ammonia-lyase
serine dehydratase like-1	4.3.1.17	L-serine ammonia-lyase
SDH-like-1	4.3.1.17	L-serine ammonia-lyase
SdaA	4.3.1.17	L-serine ammonia-lyase
SDH1	4.3.1.17	L-serine ammonia-lyase
L-serine dehydratase 1	4.3.1.17	L-serine ammonia-lyase
SDH2	4.3.1.17	L-serine ammonia-lyase
SdaB	4.3.1.17	L-serine ammonia-lyase
L-serine dehydratase 2	4.3.1.17	L-serine ammonia-lyase
L-serine deaminase 2	4.3.1.17	L-serine ammonia-lyase
lpLSD type 2	4.3.1.17	L-serine ammonia-lyase
SdhA	4.3.1.17	L-serine ammonia-lyase
MSMEG_3532	4.3.1.17	L-serine ammonia-lyase
Serine deaminase	4.3.1.17	L-serine ammonia-lyase
TdcG	4.3.1.17	L-serine ammonia-lyase
More	4.3.1.17	L-serine ammonia-lyase
SDH	4.3.1.17	L-serine ammonia-lyase
SerDH	4.3.1.17	L-serine ammonia-lyase
Serine dehydratase	4.3.1.17	L-serine ammonia-lyase
L-serine ammonia-lyase	4.3.1.17	L-serine ammonia-lyase
L-Serine deaminase	4.3.1.17	L-serine ammonia-lyase
L-threonine deaminase	4.3.1.17	L-serine ammonia-lyase
L-threonine dehydratase	4.3.1.17	L-serine ammonia-lyase
Dehydratase, D-serine	4.3.1.18	D-Serine ammonia-lyase
D-Serine dehydrase	4.3.1.18	D-Serine ammonia-lyase
D-Hydroxy amino acid dehydratase	4.3.1.18	D-Serine ammonia-lyase
D-Serine hydrolase	4.3.1.18	D-Serine ammonia-lyase
Dsdase	4.3.1.18	D-Serine ammonia-lyase
DSD	4.3.1.18	D-Serine ammonia-lyase
chDSD	4.3.1.18	D-Serine ammonia-lyase
D-serine dehydratase	4.3.1.18	D-Serine ammonia-lyase
D-serine ammonia-lyase	4.3.1.18	D-Serine ammonia-lyase
Serine deaminase	4.3.1.18	D-Serine ammonia-lyase
DsdA	4.3.1.18	D-Serine ammonia-lyase
D-Serine deaminase	4.3.1.18	D-Serine ammonia-lyase
DsdSC	4.3.1.18	D-Serine ammonia-lyase
